ID;Nome;Incorporadora;Bairro;Cidade;UF;Endereco;Status;Area_Min_m2;Area_Max_m2;Preco_Min;Preco_Max;Quartos;Suites;Vagas;Previsao_Entrega;Contato_Nome;Telefone;Email;WhatsApp;Comissao_PJ_%;Comissao_PF_%;Total_Unidades;Andares;Estoque;Data_Lancamento;Descricao;Website;Qtd_Arquivos;Apresentacoes;Books;Folders;Tabelas;URL_Orulo
"56880";"Exclusive Tower";"Estrucon Engenharia";"Centro";"Balneário Camboriú";"SC";"Rua 2850 420";"Em construção";"175";"325";"3568179.12";"";"";"";"";"";"Antonio ";"(47) 99136-5100";"";"(47) 99136-5100";"";"";"18";"";"17";"01/07/2024";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"1";"";"";"";"Exclusive_Tower_Tabela_tabela_exclusive_tower_abril_2026.pdf";"https://www.orulo.com.br/buildings/56880"
"57978";"Maria de Fatima Residence";"Jota L Construtora";"Morretes";"Itapema";"SC";"Rua 406 880";"Em construção";"68.13";"73.27";"744000";"";"";"";"";"";"Luiz";"(47) 3224-2588";"luiz@jotal.com.br";"(47) 3224-2588";"";"";"90";"";"8";"01/09/2024";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"1";"";"";"";"";"https://www.orulo.com.br/buildings/57978"
"59454";"Bombas Home Club";"Quatrinvest";"Bombas";"Bombinhas";"SC";"Rua Canário 525";"Em construção";"81.48";"133.1";"1106218.04";"";"";"";"";"";"Igor ";"(47) 99678-4029";"comercial@quatrinvestconstrutora.com.br";"(47) 99678-4029";"5";"";"33";"";"25";"20/08/2024";"Projeto de arquitetura moderna, integrando tecnologia de ponta e soluções sustentáveis. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"1";"";"";"";"";"https://www.orulo.com.br/buildings/59454"
"65086";"Landscape";"Artcon Empreendimentos";"Balneário Perequê";"Porto Belo";"SC";"Rua Sebastian Fischer 52";"Em construção";"140";"280";"3120000";"";"";"";"";"";"Francklin";"(45) 9923-0898";"";"(45) 9923-0898";"5";"";"48";"";"7";"01/10/2024";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"1";"";"";"";"";"https://www.orulo.com.br/buildings/65086"
"65087";"Valência";"SBK17 Empreendimentos";"Perequê";"Porto Belo";"SC";"Rua Luiz Valendowsky 233";"Em construção";"80.5";"82.55";"1392649.59";"";"";"";"";"";"Carol";"(47) 99140-8470";"";"(47) 99140-8470";"";"";"30";"";"2";"01/08/2024";"Para sua família morar com conforto e tranquilidade em Porto Belo. Apartamentos de alto padrão e lazer completo. Seu empreendimento na praia com ótima localização e arquitetura moderna. Preço e dispon";"";"1";"";"";"";"";"https://www.orulo.com.br/buildings/65087"
"65089";"Interlagos";"SBK17 Empreendimentos";"Balneário Perequê";"Porto Belo";"SC";"Rua Olinda Peixoto 329";"Em construção";"34.57";"74.82";"583536.94";"";"";"";"";"";"Carol";"(47) 99140-8470";"";"(47) 99140-8470";"";"";"170";"";"31";"01/09/2024";"Ambientes modernos, acabamentos de alto padrão e uma localização privilegiada fazem do Interlagos a escolha ideal para quem busca viver ou investir em um dos destinos mais valorizados do litoral catar";"";"1";"";"";"";"";"https://www.orulo.com.br/buildings/65089"
"65201";"Coração do Oceano";"Dvalle Empreendimentos";"Castelo Branco";"Itapema";"SC";"Rua 280 194";"Em construção";"118.65";"264.85";"2263266.96";"";"";"";"";"";"Luana	";"(47) 9927-6601";"contato@dvalleempreendimentos.com.br";"(47) 9927-6601";"";"";"23";"";"10";"01/11/2024";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"1";"";"";"";"";"https://www.orulo.com.br/buildings/65201"
"66530";"Bion Rio Tavares Eco Residence";"Ankor Incorporadora";"Rio Tavares";"Florianópolis";"SC";"Rua Silvio Lopes Araújo 1429";"Em construção";"323.87";"432.16";"3800000";"";"";"";"";"";"Fábio";"(48) 99182-4690";"fabiogallucci100@gmail.com";"(48) 99182-4690";"";"";"6";"";"3";"01/12/2024";"Se você busca o equilíbrio perfeito entre conforto, sofisticação e um estilo de vida exclusivo, essa casa é ideal para você. Venha conhecer os diferenciais de um alto padrão diferenciado. Preço e disp";"";"1";"";"";"";"";"https://www.orulo.com.br/buildings/66530"
"69794";"Brizz Smart Stay - Residencial";"ATR Incorporadora SC";"Cachoeira do Bom Jesus";"Florianópolis";"SC";"Avenida dos Jerivás 171";"Em construção";"34.47";"144.17";"555541.09";"";"";"";"";"";"Hellida Zepechouka";"(41) 98717-2416";"hellida.comercial@atrincorporadora.com.br";"(41) 98717-2416";"";"";"100";"";"16";"05/05/2025";"Destino estratégico e paradisíaco. No epicentro do norte da ilha com fácil acesso às principais praias da região. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"2";"";"";"";"";"https://www.orulo.com.br/buildings/69794"
"69894";"Bellomonte";"Domum Construções";"Ingleses do Rio Vermelho";"Florianópolis";"SC";"Rodovia João Gualberto Soares 2170";"Em construção";"42.91";"154.18";"421616.61";"";"";"";"";"";"Jakellyni";"(48) 99611-0782";"assistentecomercial@domumconstrucoes.com.br";"(48) 99611-0782";"5";"5";"213";"";"120";"30/07/2024";"O verdadeiro significado de um endereço único. Venha fazer parte deste paraíso nos Ingleses. Descubra o seu refúgio exclusivo em um dos endereços mais cobiçados da cidade. Com apartamentos espaçosos, ";"";"2";"";"Bellomonte_Book_Book_bellomonte.pdf";"";"Bellomonte_Tabela_tabela_bellomonte_abril_2026.pdf";"https://www.orulo.com.br/buildings/69894"
"69895";"Oceanic Residence";"Domum Construções";"Ingleses do Rio Vermelho";"Florianópolis";"SC";"Rua Recanto do Sol 173";"Em construção";"83.01";"213.94";"921132.71";"";"";"";"";"";"Jakellyni";"(48) 99611-0782";"assistentecomercial@domumconstrucoes.com.br";"(48) 99611-0782";"5";"5";"51";"";"34";"01/05/2025";"Imagine viver no melhor de Florianópolis... Descubra o privilégio de morar nos Ingleses. Descubra o seu refúgio exclusivo em um dos endereços mais cobiçados da cidade. Com apartamentos espaçosos, acab";"";"2";"Oceanic_Residence_Apresentação_Apresenta__o_oceanic_residence.pdf";"";"";"Oceanic_Residence_Tabela_tabela_oceanic_residence_abril_2026.pdf";"https://www.orulo.com.br/buildings/69895"
"70311";"Acácia Garden Residence";"Excellence";"Perequê";"Porto Belo";"SC";"Rua São Pedro 132";"Em construção";"85";"120";"975515.2";"";"";"";"";"";"Flávia ";"(47) 99264-4435";"";"(47) 99264-4435";"";"";"96";"";"45";"01/03/2025";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"1";"";"";"";"";"https://www.orulo.com.br/buildings/70311"
"70358";"Ravenna Residence";"Excellence";"Perequê";"Porto Belo";"SC";"Rua Saul Lauro de Souza 227";"Em construção";"40.25";"73.1";"517480";"";"";"";"";"";"Flávia ";"(47) 99264-4435";"";"(47) 99264-4435";"";"";"240";"";"149";"01/10/2024";"Um empreendimento completo com toda segurança, conforto e lazer que você merece! Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"2";"";"";"";"";"https://www.orulo.com.br/buildings/70358"
"70402";"Loteamento Central Park";"Grupo R. Gubert SC";"Espinheiros";"Itajaí";"SC";"Rodovia Jorge Lacerda 1964";"Em construção";"245.33";"4758.85";"293448.18";"";"";"";"";"";"CHIRLEI BERLING";"(47) 99764-1444";"centralpark@gruporgubert.com.br";"(47) 99764-1444";"";"";"241";"";"33";"30/01/2025";"Planejado para VIVER BEM!    O bairro Espinheiros na cidade de Itajaí em Santa Catarina, ganha o seu mais novo empreendimento, o CENTRAL PARK! Terrenos com infraestrutura básica completa, incluindo pa";"";"2";"Loteamento_Central_Park_Apresentação_Apresentacao_loteamento_central_park_2.pdf";"";"";"Loteamento_Central_Park_Tabela_tabela_loteamento_central_park_marco_2026.pdf";"https://www.orulo.com.br/buildings/70402"
"70767";"Vergê Campeche";"Lumis Construtora";"Campeche";"Florianópolis";"SC";"Rua Auroreal 405";"Em construção";"72.68";"104.51";"1183371.31";"";"";"";"";"";"Mack Carvalho";"(48) 99855-5454";"marcelo.rocha@grupolumis.com.br";"(48) 99855-5454";"4.5";"";"116";"";"8";"01/05/2025";"O encontro perfeito entre você e o Campeche. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"1";"";"";"";"Verg_Campeche_Tabela_tabela_verge_campeche_abril_2026.pdf";"https://www.orulo.com.br/buildings/70767"
"70881";"Rising Sun Tower";"MC Construtora";"Balneário Perequê";"Porto Belo";"SC";"Rua Claus Roger Wachholz 100";"Em construção";"80.45";"111.55";"1110000";"";"";"";"";"";"Jessica";"(48) 9 9807-4728";"mcincorporadoratj@gmail.com";"(48) 9 9807-4728";"";"";"115";"";"68";"01/05/2025";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"1";"";"";"";"Rising_Sun_Tower_Tabela_tabela_rising_sun_tower_abril_2026.pdf";"https://www.orulo.com.br/buildings/70881"
"71181";"14 Bis Home Club";"Planer Empreendimentos";"Perequê";"Porto Belo";"SC";"Rua Airton Sena 2";"Em construção";"45.69";"79.85";"722321.42";"";"";"";"";"";"Arno Didek";"(47) 991530702";"arnoplaner@gmail.com";"(47) 991530702";"";"";"234";"";"80";"01/04/2025";"O 14 Bis nasce como símbolo de inovação e elegância no litoral catarinense, unindo o espírito visionário de Santos Dumont à sofisticação. Inspirado pelo pioneirismo do 14-bis, o projeto traduz em sua ";"";"2";"";"";"";"";"https://www.orulo.com.br/buildings/71181"
"71235";"Azzure Home Club";"Hantei Empreendimentos";"Praia Brava";"Florianópolis";"SC";"Avenida Tom Traugott Wildi 1097";"Em construção";"131";"326.46";"3992282.61";"";"";"";"";"";"Ronnie Carlos - Gerente de Vendas de Parcerias ";"(48) 99147-6021";"vendas@hantei.com.br";"(48) 99147-6021";"5";"";"179";"";"79";"25/10/2025";"O Azzure Home Club está localizado na Praia Brava, um dos endereços mais valorizados de Florianópolis, e foi projetado para oferecer a experiência de viver em um verdadeiro resort à beira-mar, com arq";"";"2";"";"";"";"";"https://www.orulo.com.br/buildings/71235"
"71377";"Paradise Home Flats";"LSC Construtora";"Centro";"Itapema";"SC";"Rua 112 100";"Em construção";"43.16";"82.1";"529440";"";"";"";"";"";"Wemilly Prado ";"(47) 99648-3068";"";"(47) 99648-3068";"";"";"340";"";"152";"01/01/2025";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"1";"";"";"";"";"https://www.orulo.com.br/buildings/71377"
"71611";"Viel Spab";"Agnes Construção";"Ingleses do Rio Vermelho";"Florianópolis";"SC";"Rua Luiz Elias Daux 354";"Em construção";"73.74";"141.02";"795000";"";"";"";"";"";"Isabela";"(48) 9919-2518";"atendimento@agnesconstrucao.com";"(48) 9919-2518";"5";"";"93";"";"17";"01/05/2023";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"2";"Viel_Spab_Apresentação_Apresentacao_viel_spab.pdf";"";"";"Viel_Spab_Tabela_tabela_viel_spab_abril_2026.pdf";"https://www.orulo.com.br/buildings/71611"
"73320";"View Place Marina Mampituba";"Dwell Incorporadora SC";"Centro";"Passo de Torres";"SC";"Rua Manoel Laurentino Gonçalves 95";"Pronto novo";"64.52";"81.3";"650000";"";"";"";"";"";"Eduardo";"(54) 98123-3282";"eduardo.garcez@dwellconstrucoes.com.br";"(54) 98123-3282";"";"";"120";"";"44";"01/08/2020";"Um novo jeito de ver o horizonte. Todo dia um espetáculo particular! Ver o rio, ver o mar e ter essa conexão com a natureza, é uma sensação única e inesquecível. É assim que você vai se sentir com o n";"";"3";"";"";"";"";"https://www.orulo.com.br/buildings/73320"
"74196";"London Exclusive Home";"Vitra Empreendimentos";"Jardim Praia Mar";"Itapema";"SC";"Rua 464 919";"Em construção";"70";"70";"677000";"";"";"";"";"";"Ana Ferraz ";"(48) 99133-7661";"anaferraz@vitraimoveissc.com.br";"(48) 99133-7661";"";"";"270";"";"169";"24/07/2025";"Perfeito para investir, incrível para morar! Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"1";"";"";"";"";"https://www.orulo.com.br/buildings/74196"
"76050";"Park Lane";"Artcon Empreendimentos";"Centro";"Porto Belo";"SC";"Avenida Santino Ludovino Voltolini 120";"Em construção";"84";"91";"1210000";"";"";"";"";"";"Francklin";"(45) 9923-0898";"";"(45) 9923-0898";"5";"";"192";"";"71";"01/10/2025";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"2";"";"";"";"";"https://www.orulo.com.br/buildings/76050"
"78331";"NBLJ 33 Lote TE0408";"MP Imóveis Exclusividades";"Centro";"Jaraguá do Sul";"SC";"Rua Leopoldo Janssen 33";"Usado";"970";"970";"2600000";"";"";"";"";"";"Márcio Piccoli Bergamann Creci 12576";"(47) 99945-9530";"marcio@mpimoveispenha.com.br";"(47) 99945-9530";"3";"3";"";"";"1";"";"Oportunidade Imperdível em Jaraguá do Sul!    Terreno de 970m² no Centro da Cidade     **Localização Privilegiada**: No coração de Jaraguá do Sul, em uma rua asfaltada, proporcionando fácil acesso e c";"";"";"";"";"";"";"https://www.orulo.com.br/buildings/78331"
"80682";"IMAM 213 Casa 590441084-6";"REMAX Dream On II Exclusividades";"Itacorubi";"Florianópolis";"SC";"Rua Maria Alexandre Machado 213";"Usado";"221";"221";"1596000";"";"";"";"";"";"Bruno Hernandes";"48988210046";"dreamonii@remax.com.br";"48988210046";"3";"";"";"";"1";"";"Situada em uma região tranquila e valorizada do Itacorubi, esta residência oferece um ambiente harmonioso, com espaços amplos e bem planejados em dois andares que garantem privacidade e funcionalidade";"";"";"";"";"";"";"https://www.orulo.com.br/buildings/80682"
"80807";"D Pace - Breve Lançamento";"Dimas Construções";"Campinas";"São José";"SC";"Avenida Presidente Kennedy 271";"Em construção";"46.15";"84.14";"0.1";"";"";"";"";"";"Leandro ";"(48) 98800-0261";"";"(48) 98800-0261";"";"";"171";"";"171";"01/06/2026";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"1";"";"";"";"";"https://www.orulo.com.br/buildings/80807"
"80808";"D Breeze - Breve Lançamento";"Dimas Construções";"Campinas";"São José";"SC";"Avenida Presidente Kennedy 265";"Em construção";"92.94";"319.78";"0.1";"";"";"";"";"";"Leandro ";"(48) 98800-0261";"";"(48) 98800-0261";"";"";"102";"";"102";"01/06/2026";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"1";"";"";"";"";"https://www.orulo.com.br/buildings/80808"
"80905";"Jardine Residence";"Capitali Empreendimentos";"Perequê";"Porto Belo";"SC";"Avenida Hironildo Conceição dos Santos 712";"Em construção";"80";"128";"795000";"";"";"";"";"";"Rafaela";"(47) 9 9271-7394";"";"(47) 9 9271-7394";"";"";"150";"";"86";"01/03/2026";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"1";"";"";"";"";"https://www.orulo.com.br/buildings/80905"
"80906";"D Pulse - Breve Lançamento";"Dimas Construções";"Praia Brava";"Florianópolis";"SC";"Avenida Tom Traugott Wildi 357";"Em construção";"86";"390";"0.1";"";"";"";"";"";"Leandro ";"(48) 98800-0261";"";"(48) 98800-0261";"";"";"112";"";"112";"01/05/2026";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"1";"";"";"";"";"https://www.orulo.com.br/buildings/80906"
"80927";"CDA 35 590441045-94";"REMAX Dream On II Exclusividades";"Carvoeira";"Florianópolis";"SC";"Rua das Alamandas 35";"Usado";"310";"310";"1450000";"";"";"";"";"";"Bruno Hernandes";"48988210046";"dreamonii@remax.com.br";"48988210046";"3";"";"";"";"1";"";"Imagine viver numa charmosa casa na encantadora cidade de Florianópolis, no bairro direto da Carvoeira. Construída em 1985, revela uma arquitetura nostálgica e acolhedora, com amplo espaço de 489 m² d";"";"";"";"";"";"";"https://www.orulo.com.br/buildings/80927"
"80978";"Brizz Smart Stay - Lojas";"ATR Incorporadora SC";"Cachoeira do Bom Jesus";"Florianópolis";"SC";"Avenida dos Jerivás 171";"Em construção";"150.98";"150.98";"1667924.33";"";"";"";"";"";"Hellida Zepechouka";"(41) 98717-2416";"hellida.comercial@atrincorporadora.com.br";"(41) 98717-2416";"";"";"1";"";"1";"01/05/2025";"Destino estratégico e paradisíaco. No epicentro do norte da ilha com fácil acesso às principais praias da região. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"2";"";"";"";"";"https://www.orulo.com.br/buildings/80978"
